Go.	Ṛuḥ.	CC-BY 2.0 (France) Attribution: tatoeba.org #2877272 (CM) & #8325200 (Yagurten)
Please show me another camera.	Sseknem-iyi-d tasewlaft niḍen, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #910875 (CK) & #8460659 (Amastan)
Please show me another camera.	Sseknemt-iyi-d tasewlaft niḍen, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #910875 (CK) & #8460660 (Amastan)
Please take me to the airport.	Ssiweḍ-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048835 (Amastan)
Please take me to the airport.	Ssiwḍet-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048836 (Amastan)
Please take me to the airport.	Ssiwḍemt-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048837 (Amastan)
Please take me to the airport.	Awi-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048838 (Amastan)
Please take me to the airport.	Awit-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048839 (Amastan)
Please take me to the airport.	Awimt-iyi ɣer unafag, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #4034841 (CK) & #8048840 (Amastan)
Please tell Tom that I called.	Ttxil-k, ini-as i Tom ɣriɣ-d.	CC-BY 2.0 (France) Attribution: tatoeba.org #1027344 (CK) & #2608764 (Amastan)
Please tell Tom that I called.	Ttxil-m, ini-as i Tom ɣriɣ-d.	CC-BY 2.0 (France) Attribution: tatoeba.org #1027344 (CK) & #2608765 (Amastan)
Please throw this away for me.	Ttxil-k, ḍeyyer-iyi wa.	CC-BY 2.0 (France) Attribution: tatoeba.org #7724834 (CK) & #7753201 (Yagurten)
Please turn the television on.	Ttxil-k, ssiɣ tiliẓri.	CC-BY 2.0 (France) Attribution: tatoeba.org #38868 (Zifre) & #1690273 (Amastan)
Please understand my position.	Ttxil-k, fhem addud-inu.	CC-BY 2.0 (France) Attribution: tatoeba.org #1328473 (Scott) & #1749959 (Amastan)
Pour me another cup of coffee.	Ffi-iyi-d afenǧal niḍen n teɣlust.	CC-BY 2.0 (France) Attribution: tatoeba.org #8078995 (CK) & #8704251 (Amastan)
Purchase advance tickets here.	Seɣ-d tinfulin ɣef zik lḥal da.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065769 (Amastan)
Purchase advance tickets here.	Sɣet-d tinfulin ɣef zik lḥal da.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065770 (Amastan)
Purchase advance tickets here.	Sɣemt-d tinfulin ɣef zik lḥal da.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065771 (Amastan)
Purchase advance tickets here.	Seɣ-d tinfulin ɣef zik lḥal seg-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065772 (Amastan)
Purchase advance tickets here.	Sɣet-d tinfulin ɣef zik lḥal seg-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065773 (Amastan)
Purchase advance tickets here.	Sɣemt-d tinfulin ɣef zik lḥal seg-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #5732791 (CM) & #8065774 (Amastan)
Remind him to come home early.	Smekti-t-id ad d-yas zik ɣer uxxam.	CC-BY 2.0 (France) Attribution: tatoeba.org #274016 (CK) & #8716712 (Amastan)
Remind him to come home early.	Smektit-t-id ad d-yas zik ɣer uxxam.	CC-BY 2.0 (France) Attribution: tatoeba.org #274016 (CK) & #8716713 (Amastan)
Remind him to come home early.	Smektim-t-id ad d-yas zik ɣer uxxam.	CC-BY 2.0 (France) Attribution: tatoeba.org #274016 (CK) & #8716714 (Amastan)
Remind him to come home early.	Smektimt-t-id ad d-yas zik ɣer uxxam.	CC-BY 2.0 (France) Attribution: tatoeba.org #274016 (CK) & #8716715 (Amastan)
Rome is a city worth visiting.	Roma d tamdint ay yuklalen ad terzuḍ fell-as.	CC-BY 2.0 (France) Attribution: tatoeba.org #29406 (CK) & #1746770 (Amastan)
School will start next Monday.	Tizrawin ad bdunt ass n letniyen.	CC-BY 2.0 (France) Attribution: tatoeba.org #1350120 (Chrikaru) & #4564282 (Amastan)
School will start next Monday.	Tizrawin ad bdunt aynass.	CC-BY 2.0 (France) Attribution: tatoeba.org #1350120 (Chrikaru) & #4564283 (Amastan)
Shall we walk or take the bus?	Ad neddu neɣ ad neṭṭef asakal?	CC-BY 2.0 (France) Attribution: tatoeba.org #320507 (CM) & #8429454 (Amastan)
Shall we walk or take the bus?	Ad neddu ɣef uḍar neɣ ad neṭṭef asakal?	CC-BY 2.0 (France) Attribution: tatoeba.org #320507 (CM) & #8429455 (Amastan)
Shall we walk or take the bus?	Ad neddu ɣef uḍar neɣ s usakal?	CC-BY 2.0 (France) Attribution: tatoeba.org #320507 (CM) & #8429456 (Amastan)
She bought a book at the shop.	Tesɣa-d adlis seg tḥanut-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #308064 (CK) & #1599740 (Amastan)
She called out to us for help.	Teɣra-aɣ-d akken ad tt-nɛawen.	CC-BY 2.0 (France) Attribution: tatoeba.org #312921 (CK) & #1816883 (Amastan)
She can't have known about it.	Ur telli tezmer ad tẓer aya.	CC-BY 2.0 (France) Attribution: tatoeba.org #311462 (CK) & #1602393 (Amastan)
She cooked the dinner herself.	Tesseww-d imensi i yiman-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #324633 (CK) & #5721467 (Amastan)
She couldn't keep from crying.	Ur telli tezmer ad teḍḍef imeṭṭawen-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #1304611 (CK) & #1823880 (Amastan)
She didn't pay back the money.	Ur d-terri idrimen-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #2179161 (Hybrid) & #2526382 (Amastan)
She dreamt about wild jaguars.	Turga ijagwaṛen.	CC-BY 2.0 (France) Attribution: tatoeba.org #750215 (sctld) & #1760381 (Amastan)
She finally reached the hotel.	Tagara, tewweḍ ɣer usensu-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #312379 (CK) & #8044831 (Amastan)
She forced him to eat spinach.	Tḥettem-it ad yecc tibidest.	CC-BY 2.0 (France) Attribution: tatoeba.org #887119 (CK) & #1736134 (Amastan)
She found her first gray hair.	Tufa-d anẓad-is aciban amezwaru.	CC-BY 2.0 (France) Attribution: tatoeba.org #2259122 (_undertoad) & #7536964 (Yagurten)
She found the key to my heart.	Tufa-d tasarut n wul-inu.	CC-BY 2.0 (France) Attribution: tatoeba.org #1726876 (belgavox) & #2593757 (Amastan)
She got on a bus for Harajuku.	Tuli ɣer usakal n Harajuku.	CC-BY 2.0 (France) Attribution: tatoeba.org #313497 (CK) & #8431314 (Amastan)
She has a son who is a doctor.	Tesɛa memmi-s d imsujji.	CC-BY 2.0 (France) Attribution: tatoeba.org #308726 (CK) & #8465742 (Amastan)
She has a son who is a doctor.	Tla memmi-s d imsujji.	CC-BY 2.0 (France) Attribution: tatoeba.org #308726 (CK) & #8465743 (Amastan)
She has a son who is a doctor.	Tesɛa yiwen n memmi-s d imsujji.	CC-BY 2.0 (France) Attribution: tatoeba.org #308726 (CK) & #8465744 (Amastan)
She has a son who is a doctor.	Tla yiwen n memmi-s d imsujji.	CC-BY 2.0 (France) Attribution: tatoeba.org #308726 (CK) & #8465745 (Amastan)
She has her toes in the water.	Tifedninin-nnes atenti deg waman.	CC-BY 2.0 (France) Attribution: tatoeba.org #456707 (lukaszpp) & #1673826 (Amastan)
She has never danced with him.	Werjin tecḍiḥ yid-s.	CC-BY 2.0 (France) Attribution: tatoeba.org #887184 (CK) & #1616188 (Amastan)
She hasn't heard the news yet.	Werɛad ur tesli s yisali-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #575333 (FeuDRenais) & #1695998 (Amastan)
She is a good English speaker.	Tessen ad tessiwel tanglizit.	CC-BY 2.0 (France) Attribution: tatoeba.org #309943 (CK) & #1755348 (Amastan)
She is absorbed in rock music.	Yemlek-itt uẓawan n rock.	CC-BY 2.0 (France) Attribution: tatoeba.org #312441 (CK) & #1641580 (Amastan)
She is afraid of barking dogs.	Tettaggad iḍan yesseglafen.	CC-BY 2.0 (France) Attribution: tatoeba.org #316991 (CK) & #7567057 (Amastan)
She is doing her homework now.	Attan tetteg aɣanen-nnes imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #313708 (CK) & #8753346 (Amastan)
She is engaged in social work.	Nettat tettekka deg umahil anmetti.	CC-BY 2.0 (France) Attribution: tatoeba.org #312942 (CK) & #8488331 (Amastan)
She is engaged in social work.	Tettekka deg umahil anmetti.	CC-BY 2.0 (France) Attribution: tatoeba.org #312942 (CK) & #8488332 (Amastan)
She is fond of playing tennis.	Tḥemmel ad turar tennis.	CC-BY 2.0 (France) Attribution: tatoeba.org #311648 (CM) & #1753343 (Amastan)
She is married to a foreigner.	Tuɣ abeṛṛani.	CC-BY 2.0 (France) Attribution: tatoeba.org #312980 (CK) & #1735631 (Amastan)
She is married to an American.	Yuɣ-itt yiwen n Umarikani.	CC-BY 2.0 (France) Attribution: tatoeba.org #310319 (CK) & #2806471 (Amastan)
She is married to an American.	Tuɣ yiwen n Umarikani.	CC-BY 2.0 (France) Attribution: tatoeba.org #310319 (CK) & #2806472 (Amastan)
She is paralyzed in both legs.	Kerfen yiḍarren-nnes deg sin.	CC-BY 2.0 (France) Attribution: tatoeba.org #317436 (Swift) & #2883802 (Amastan)
She is willing to do odd jobs.	Tebɣa ad tesfusker.	CC-BY 2.0 (France) Attribution: tatoeba.org #313863 (CK) & #1804986 (Amastan)
She isn't answering her phone.	Ur la d-tettarra ara deg usawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2995262 (CM) & #8042377 (Amastan)
She left school two years ago.	Sin iseggasen aya seg mi d-teṭṭaxeṛ deg uɣerbaz.	CC-BY 2.0 (France) Attribution: tatoeba.org #310147 (CK) & #3806294 (Juba)
She looked at him with hatred.	Temmuqqel-it s kaṛuh.	CC-BY 2.0 (France) Attribution: tatoeba.org #315552 (CK) & #8857661 (Yagurten)
She looks just like my sister.	Tcuba aṭas weltma.	CC-BY 2.0 (France) Attribution: tatoeba.org #2187536 (Hybrid) & #2190824 (Amastan)
She lost interest in her work.	Tesṛuḥ anekni deg umahil-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #313890 (CK) & #8484779 (Amastan)
She made room for an old lady.	Tejja amkan i yiwet n temɣart.	CC-BY 2.0 (France) Attribution: tatoeba.org #317508 (CK) & #1712290 (Amastan)
She made the juice by herself.	Tga-d iẓem-nni i yiman-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #1641779 (Amastan) & #5721548 (Amastan)
She married him for his money.	Tuɣ-it ɣef yedrimen-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #887300 (CK) & #1840871 (Amastan)
She may have known the answer.	Ahat tella tessen tiririt-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #315989 (CK) & #1830314 (Amastan)
She may have missed the train.	Qrib ay tezgil tamacint-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #317491 (CK) & #1605947 (Amastan)
She met her uncle at the shop.	Temlal-d ɛemmi-s deg tḥanut-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #310575 (CK) & #1773116 (Amastan)
She met her uncle at the shop.	Temlal-d xali-s deg tḥanut-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #310575 (CK) & #1773117 (Amastan)
She mistook me for my brother.	Tɣil-iyi d gma.	CC-BY 2.0 (France) Attribution: tatoeba.org #539603 (CK) & #1788092 (Amastan)
She nursed him back to health.	Tdiwa-t armi ay yeḥla.	CC-BY 2.0 (France) Attribution: tatoeba.org #887314 (CK) & #1616786 (Amastan)
She opened the letter quickly.	Teldey tabṛat-nni s tɣawla.	CC-BY 2.0 (France) Attribution: tatoeba.org #388851 (CK) & #1804847 (Amastan)
She plays tennis after school.	Tetturar atinis deffir uɣerbaz.	CC-BY 2.0 (France) Attribution: tatoeba.org #310030 (CS) & #5730762 (Amastan)
She plays tennis after school.	Tetturar atinis mi ara d-teffeɣ seg uɣerbaz.	CC-BY 2.0 (France) Attribution: tatoeba.org #310030 (CS) & #5730763 (Amastan)
She put the key in her pocket.	Terra tasarut-nni ɣer ljib-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #313493 (CK) & #2482701 (Amastan)
She put the key in her pocket.	Terra tasarut-nni ɣer temzit-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #313493 (CK) & #2596680 (Amastan)
She refused to take the money.	Tugi ad tawey idrimen-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #313302 (CK) & #1610350 (Amastan)
She rents a room to a student.	Tekra yiwet n texxamt i yiwen n unelmad.	CC-BY 2.0 (France) Attribution: tatoeba.org #294857 (CK) & #1774812 (Amastan)
She rents a room to a student.	Tekra yiwet n texxamt i yiwet n tnelmadt.	CC-BY 2.0 (France) Attribution: tatoeba.org #294857 (CK) & #1774813 (Amastan)
She saddled him with the work.	Tqelled-as-d amahil-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #388388 (CK) & #8484796 (Amastan)
She saddled him with the work.	Tebbuṣa-t s umahil-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #388388 (CK) & #8484797 (Amastan)
She saw herself in the mirror.	Twala iman-nnes deg temrayt.	CC-BY 2.0 (France) Attribution: tatoeba.org #313272 (CK) & #5721580 (Amastan)
She saw him eating a sandwich.	Twala-t la ittett asandwic.	CC-BY 2.0 (France) Attribution: tatoeba.org #887369 (CK) & #1736138 (Amastan)
She sent her son for a doctor.	Tuzen memmi-s ad d-yawi imsujji.	CC-BY 2.0 (France) Attribution: tatoeba.org #315573 (CK) & #8027493 (Amastan)
She speaks English and German.	Tettmeslay tanglizit akked talmanit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1618819 (CM) & #8119311 (LinaTamazight)
She speaks English and German.	Tessawal tanglizit akked talmanit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1618819 (CM) & #8119312 (LinaTamazight)
She stayed at home by herself.	Teqqim deg wexxam i yiman-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #310101 (CK) & #1605914 (Amastan)
She stayed at home by herself.	Teqqim deg taddart i yiman-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #310101 (CK) & #5721767 (Amastan)
She submitted her resignation.	Tefka assuter-nnes n uttixer.	CC-BY 2.0 (France) Attribution: tatoeba.org #1540168 (Eldad) & #7528616 (Amastan)
She thought for a few minutes.	Teqqim tetxemmim kra n ddqayeq.	CC-BY 2.0 (France) Attribution: tatoeba.org #310117 (CK) & #7545993 (Yagurten)
She urged him to study harder.	Tḥettet fell-as akken ad yeḥṛes iman-nnes deg tezrawin.	CC-BY 2.0 (France) Attribution: tatoeba.org #887483 (CK) & #1806569 (Amastan)
She walked twenty miles a day.	Tella tetteddu simraw n yimilen deg wass.	CC-BY 2.0 (France) Attribution: tatoeba.org #627431 (CK) & #7525845 (Amastan)
She wants to attend the party.	Tebɣa ad tili deg tmeɣra-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311925 (CK) & #2702819 (Amastan)
She wants to dye her hair red.	Tebɣa ad tesbeɣ acebbub-nnes d azewwaɣ.	CC-BY 2.0 (France) Attribution: tatoeba.org #1579443 (fanty) & #2702672 (Amastan)
She wants to live in the city.	Tebɣa ad tezdeɣ deg temdint.	CC-BY 2.0 (France) Attribution: tatoeba.org #1866506 (Spamster) & #2702632 (Amastan)
She wants to marry a rich man.	Tebɣa ad taɣ argaz d anesbaɣur.	CC-BY 2.0 (France) Attribution: tatoeba.org #1956015 (Spamster) & #2702621 (Amastan)
She was absorbed in the video.	Tezder deg teẓrawit-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #312058 (CK) & #9044819 (Amastan)
She was engrossed in her work.	Isumm-itt umahil-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #313894 (CK) & #8484780 (Amastan)
She was in America last month.	Tella deg Marikan ayyur iεeddan.	CC-BY 2.0 (France) Attribution: tatoeba.org #315445 (CK) & #7761344 (Yagurten)
She was living alone in a hut.	Tella tezdeɣ i yiman-nnes deg uɛecciw.	CC-BY 2.0 (France) Attribution: tatoeba.org #315008 (CK) & #1751169 (Amastan)
She was married to a rich man.	Tuɣ argaz d ameṛkanti.	CC-BY 2.0 (France) Attribution: tatoeba.org #313322 (CK) & #1806589 (Amastan)
She was married to a rich man.	Tella tezwej akked yiwen n wergaz d ameṛkanti.	CC-BY 2.0 (France) Attribution: tatoeba.org #313322 (CK) & #1806592 (Amastan)
She was pleased with the gift.	Nettat yeɛjeb-itt usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #3466650 (Amastan)
She was pleased with the gift.	Nettat yegreẓ-as usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #8743982 (Amastan)
She was pleased with the gift.	Nettat yeɛjeb-as usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #8743983 (Amastan)
She was pleased with the gift.	Yeɛjeb-as usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #8743984 (Amastan)
She was pleased with the gift.	Yegreẓ-as usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #8743985 (Amastan)
She was pleased with the gift.	Tummar s usefk-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #311318 (CK) & #8792197 (Amastan)
She went to Mexico by herself.	Tedda ɣer Miksik i yiman-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #310100 (CK) & #5721768 (Amastan)
She's always busy on weekdays.	Nettat daymen tesɛa ccɣel deg wussan n yimalas.	CC-BY 2.0 (France) Attribution: tatoeba.org #1470876 (CK) & #8812441 (Amastan)
She's as pretty as her sister.	Tecbeḥ am weltma-s.	CC-BY 2.0 (France) Attribution: tatoeba.org #317057 (CK) & #1598585 (Amastan)
She's as pretty as her sister.	Tecbeḥ anect n weltma-s.	CC-BY 2.0 (France) Attribution: tatoeba.org #317057 (CK) & #7679884 (Yagurten)
She's fond of taking pictures.	Tḥemmel ad d-teḍḍef tugniwin.	CC-BY 2.0 (France) Attribution: tatoeba.org #314800 (CM) & #2578910 (Amastan)
She's working on a term paper.	Attan tettheyyi-d aneskin.	CC-BY 2.0 (France) Attribution: tatoeba.org #313117 (CK) & #9048212 (Amastan)
Should I tell Tom to call you?	Ad as-iniɣ i Tom ad ak-d-iɣer?	CC-BY 2.0 (France) Attribution: tatoeba.org #3200985 (CK) & #8801952 (Amastan)
Should I tell Tom to call you?	Ad as-iniɣ i Tom ad am-d-iɣer?	CC-BY 2.0 (France) Attribution: tatoeba.org #3200985 (CK) & #8801953 (Amastan)
Should I tell Tom to call you?	Ad as-iniɣ i Tom ad awen-d-iɣer?	CC-BY 2.0 (France) Attribution: tatoeba.org #3200985 (CK) & #8801954 (Amastan)
Should I tell Tom to call you?	Ad as-iniɣ i Tom ad awent-d-iɣer?	CC-BY 2.0 (France) Attribution: tatoeba.org #3200985 (CK) & #8801955 (Amastan)
Shouldn't you call the police?	Ur teɣɣared ara i temsulta?	CC-BY 2.0 (France) Attribution: tatoeba.org #4013694 (CK) & #8152380 (Amastan)
Shouldn't you call the police?	Ur teɣɣarem ara i temsulta?	CC-BY 2.0 (France) Attribution: tatoeba.org #4013694 (CK) & #8152382 (Amastan)
Shouldn't you call the police?	Ur teɣɣaremt ara i temsulta?	CC-BY 2.0 (France) Attribution: tatoeba.org #4013694 (CK) & #8152383 (Amastan)
Show me your passport, please.	Ttxil-k, ssken-iyi-d apaspuṛ-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #35276 (CK) & #1610180 (Amastan)
Shut up and don't say a thing.	Susem yernu ur d-ttini ula d yiwen n wawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715198 (Amastan)
Shut up and don't say a thing.	Susmet yernu ur d-ttinit ula d yiwen n wawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715200 (Amastan)
Shut up and don't say a thing.	Susmem yernu ur d-ttinim ula d yiwen n wawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715202 (Amastan)
Shut up and don't say a thing.	Susmemt yernu ur d-ttinimt ula d yiwen n wawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715203 (Amastan)
Shut up and don't say a thing.	Susem yernu ḥader ad d-tinid awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715204 (Amastan)
Shut up and don't say a thing.	Susmet yernu ḥadret ad d-tinim awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715206 (Amastan)
Shut up and don't say a thing.	Susmem yernu ḥadrem ad d-tinim awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715207 (Amastan)
Shut up and don't say a thing.	Susmemt yernu ḥadremt ad d-tinimt awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715208 (Amastan)
Shut up and don't say a thing.	Mdel imi-nnek yernu ḥader ad d-tinid awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715209 (Amastan)
Shut up and don't say a thing.	Mdel imi-nnem yernu ḥader ad d-tinid awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715210 (Amastan)
Shut up and don't say a thing.	Medlet imawen-nwen yernu ḥadrem ad d-tinim awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715211 (Amastan)
Shut up and don't say a thing.	Medlem imawen-nwen yernu ḥadrem ad d-tinim awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715212 (Amastan)
Shut up and don't say a thing.	Medlemt imawen-nwent yernu ḥadremt ad d-tinimt awal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2882463 (CK) & #8715213 (Amastan)
Since it rained, I did not go.	Imi ay d-iwet wenẓar, nekk ur ddiɣ.	CC-BY 2.0 (France) Attribution: tatoeba.org #26955 (CK) & #2304505 (Amastan)
Sit up straight in your chair.	Qqim mṣeggem deg ukersi-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #3300623 (Hybrid) & #7348508 (Amastan)
Sit up straight in your chair.	Qqim mṣeggem deg ukersi-nnem.	CC-BY 2.0 (France) Attribution: tatoeba.org #3300623 (Hybrid) & #7348509 (Amastan)
